,rutenavn,rutenummer,merking,rutetype,informasjon,geometry
585,['Hovinbekken-langs'],['F_20181026_03'],JA,,"Geometri hentet fra TraktorvegSti, 20190426","LINESTRING (10.820817782425491 59.93827730004819, 10.820795148626067 59.93822686645611, 10.820783187007716 59.93819478763146, 10.820778834013954 59.938177423413066, 10.820773073053962 59.93816376109042, 10.820748154715167 59.9381402140298, 10.820722461927357 59.93811559986353, 10.820697806172246 59.93809357604175, 10.820677186956662 59.938076616006754, 10.820651873158385 59.93805891243145, 10.82060581058739 59.93802514875481, 10.82059853496874 59.938019770410584, 10.82052783491396 59.93796757525385, 10.820467510276345 59.93792179341767, 10.820414812416915 59.93788452862408, 10.82037011548729 59.93785281178791, 10.82032942729593 59.93782238684827, 10.820291133530647 59.93778339632448, 10.82026840813393 59.93775739387747, 10.820248433088455 59.93772605432067, 10.820235554711576 59.93770009559452, 10.820228798584878 59.93767153752145, 10.820231024635182 59.9376435740084, 10.82023820067066 59.93763081090506, 10.82026274751673 59.93760514399073, 10.820297913942387 59.937583821301565, 10.820357240608379 59.93756243457948, 10.820417815707117 59.93754749735347, 10.820498793314657 59.93753578129763, 10.820585024835134 59.937528483467766, 10.820776785974886 59.93751981852233, 10.820842890383071 59.93751432526463, 10.820881144231269 59.93750688127933)"
586,['Hoffselven-langs'],['F_20181026_01'],JA,,,"LINESTRING (10.683912213433933 59.960494240163, 10.68391225254974 59.96048795278859, 10.683913348587495 59.960297805729006, 10.683681265778127 59.960076236001754, 10.683469943666605 59.95987900964178, 10.683519772154513 59.959678541086696, 10.68354901254193 59.95945354693463, 10.682463101884348 59.95941800071446, 10.682213993371276 59.95932660426219, 10.681562198682764 59.959233873289996, 10.681385246539364 59.95895465598628, 10.68105373532389 59.95858705633758, 10.680955833586214 59.958429245729995, 10.680618757852457 59.95828750445285, 10.68041701823997 59.958197567044195, 10.680437166448387 59.95804373114859, 10.680495011411914 59.957962342851154, 10.680930841410834 59.95789347351859, 10.680738402853889 59.957732556083194, 10.680355519371076 59.95757729712963, 10.680134941524221 59.957451225187896, 10.680170838221217 59.957357273321406, 10.680580056220393 59.95731119706956, 10.681058405482824 59.95727932727484, 10.681453060803305 59.95716149403031, 10.681536311782924 59.95706909377644, 10.681438233383819 59.95691128576335, 10.681061115818936 59.956530346447785, 10.68085120526115 59.956321332699005, 10.680520346686972 59.95613218093414, 10.680065069823911 59.95598628568856, 10.67996718974456 59.955828653743986, 10.680010833411286 59.95567550664036, 10.680221233733988 59.95551592501562, 10.680326179055205 59.95525781462489, 10.680350790175623 59.95506835608372, 10.680277953299012 59.95489953809953, 10.680395547680808 59.95472506157782, 10.680788806637276 59.95461910307625, 10.680722158601103 59.95440278547098, 10.680524483636567 59.95409913264821, 10.680314771036926 59.953890115612325, 10.680283090884636 59.95377017032853, 10.680379485506592 59.95339280785427, 10.68036330425595 59.95315456172518, 10.680400307961774 59.95287037268415, 10.680380843724855 59.95265569923609, 10.68046365085085 59.952384937509414, 10.680758642403015 59.95212117246484, 10.680954813358657 59.95188974098791, 10.680658336205758 59.95161842234172, 10.680576965200096 59.95133044215471, 10.680529720498248 59.9511506105781, 10.680496315959028 59.951042542536584, 10.680608803653076 59.95072505926357, 10.680846381398867 59.95072095481153, 10.68091214191179 59.95058045843004, 10.680883378607001 59.950436765563154, 10.680931841199879 59.95024817039502, 10.6808756927312 59.94994909146022, 10.680656279485538 59.94963287263294, 10.680536023523844 59.94928404577447, 10.680251787773013 59.948917997770465, 10.680085565756103 59.94855583502832, 10.68010105886125 59.94843744437722, 10.680361863051852 59.948255844642816, 10.680667659243667 59.94790913451369, 10.680989560167712 59.94762248264229, 10.681230964144618 59.94740448473922, 10.68119902703207 59.94710617502669, 10.681204341417402 59.94670204035823, 10.68122678139853 59.94634618621972, 10.681263771108766 59.94606199671765, 10.681197321565097 59.94584576649614, 10.680923021117744 59.94558709903625, 10.68081679891416 59.945310123231856, 10.680713856235666 59.94500948484103, 10.680659449977421 59.94469861803498, 10.680517350689485 59.94451559404473)"
587,"['Hovinbekken-langs', 'Hovinbekken-langs']","['F_20181026_01', 'F_20181026_02']",JA,,"Geometri hentet fra TraktorvegSti, 20190426","LINESTRING (10.814156932910501 59.970454218061626, 10.81411265299701 59.97046030548832)"
588,['Hovinbekken-langs'],['F_20181026_03'],JA,,"Geometri hentet fra TraktorvegSti, 20190426","LINESTRING (10.818792800639704 59.94404825361582, 10.818899921372315 59.94402980128409, 10.819002369975072 59.94400449746821, 10.819046461468819 59.94396948991298, 10.819066392194967 59.94394442585089, 10.819077140485476 59.94391841063029)"
589,['Hovinbekken-langs'],['F_20181026_03'],JA,,"Geometri hentet fra TraktorvegSti, 20190426","LINESTRING (10.823199813070069 59.95169119926308, 10.823127728592667 59.95166983129517, 10.823038967622555 59.951651298404336, 10.822975413410571 59.951638524621096, 10.82289119489914 59.95162118628532, 10.822807933245558 59.95159844571917, 10.822726053864434 59.95157478784374, 10.822646106839725 59.951553707883036, 10.822565281553862 59.95152967608257, 10.822469278364377 59.95150315943486, 10.822423428921697 59.95148996117066)"
590,['Hovinbekken-langs'],['F_20181026_03'],JA,,"Geometri hentet fra TraktorvegSti, 20190426","LINESTRING (10.823199813070069 59.95169119926308, 10.823253681120338 59.95171344766729, 10.82331136884365 59.95173025430144)"
591,['Hovinbekken-langs'],['F_20181026_03'],JA,,"Geometri hentet fra TraktorvegSti, 20190426","LINESTRING (10.820881144231269 59.93750688127933, 10.820794364536258 59.93744215439074, 10.82075027631494 59.93742479984965, 10.82068871769432 59.93741199764734, 10.820588016234435 59.93739695146681, 10.820534056461165 59.93738889436279, 10.820502816187988 59.9373806134412, 10.820478274009258 59.93737044373399, 10.820450184563681 59.93735107193288, 10.820434669380976 59.93732272458796, 10.820424326839545 59.93727445649461, 10.820421952900375 59.937208294829865)"
592,['Hovinbekken-langs'],['F_20181026_05'],JA,,"Geometri hentet fra TraktorvegSti, 20190426","LINESTRING (10.772367995649063 59.90883909293015, 10.772408616204508 59.90883621153427)"
593,['Hovinbekken-langs'],['F_20181026_03'],JA,,"Geometri hentet fra TraktorvegSti, 20190426","LINESTRING (10.821588665517377 59.94916124657683, 10.821735833261625 59.94917403393199, 10.821804826876523 59.949181613640654, 10.821705989981606 59.94928276408077, 10.821662797463787 59.94934075292618, 10.82165140453379 59.94937459122895, 10.821661971406135 59.94943336456339, 10.821684078127866 59.94951317510066, 10.82169976816681 59.949573943451, 10.821712305355828 59.94965882600911, 10.821719407906308 59.94975887269218, 10.821711511921333 59.94983685214482, 10.821692259926266 59.94990367160716, 10.821642955408045 59.94996776250267, 10.821587023915828 59.95002529850718)"
594,['Hovinbekken-langs'],['F_20181026_03'],JA,,"Geometri hentet fra TraktorvegSti, 20190426","LINESTRING (10.824048227746404 59.95213744287295, 10.824028392304156 59.952099096263105, 10.824027155928967 59.95209614943097, 10.824008198513958 59.95207377791951, 10.823965020989819 59.95205057366512, 10.823916712836144 59.95201872818286)"
595,['Hovinbekken-langs'],['F_20181026_03'],JA,,"Geometri hentet fra TraktorvegSti, 20190426","LINESTRING (10.822423428921697 59.95148996117066, 10.822389714174143 59.95148252311255, 10.822346849347033 59.95147476236392)"
596,['Alna-langs'],['F_20181026_01'],JA,,,"LINESTRING (10.882870244586599 59.97443986726602, 10.882713555135986 59.97417345938218, 10.882902478836078 59.97379892108366, 10.8829127741229 59.973525819773435, 10.882623139510596 59.97318379621028, 10.882448856887722 59.97286931735939)"
597,['Hovinbekken-langs'],['F_20181026_03'],JA,,"Geometri hentet fra TraktorvegSti, 20190426","LINESTRING (10.818665573057837 59.943722539003396, 10.818701700934254 59.943591179051744, 10.818752999943966 59.943475327683934, 10.81880837447377 59.9433913945673, 10.818902638154018 59.94327881276067, 10.819047509339528 59.94316849688314, 10.819165804887145 59.94307633092842, 10.81921144168794 59.94300420799892, 10.819222054994752 59.94292673007893, 10.819194467539633 59.942847982718725, 10.81914398428591 59.94277610769679, 10.819139432950083 59.94275838690925, 10.819160264160445 59.94270403040039, 10.819191390583942 59.942667674716304, 10.81920545415235 59.942656433383696, 10.819320220919664 59.942614253608404, 10.819541876230934 59.94255928243527, 10.819680093711515 59.94252037147328, 10.819719846780325 59.94251730818459, 10.820017391892446 59.94252416035988, 10.820258057716108 59.94252209670971, 10.820285141343959 59.94251651361377, 10.82051073913603 59.9424159496734, 10.820811873162215 59.94228587092722, 10.821107159179196 59.94216018338146, 10.821389983753742 59.94204885816563, 10.821677015722404 59.941926157394754, 10.821791812616544 59.94186179043633, 10.82187085452379 59.941785253196386, 10.821915451918274 59.941739998600376)"
598,"['Hovinbekken-langs', 'Hovinbekken-langs']","['F_20181026_03', 'F_20181026_04']",JA,,"Geometri hentet fra TraktorvegSti, 20190426","LINESTRING (10.824724300260007 59.954076830436385, 10.824702628503285 59.95406374760164, 10.824670436195557 59.95404497223349, 10.824623579354105 59.9540167893673, 10.82460063663524 59.95400013145619)"
599,['Hovinbekken-langs'],['F_20181026_03'],JA,,"Geometri hentet fra TraktorvegSti, 20190426","LINESTRING (10.819777451141773 59.948627320299096, 10.819868494878143 59.948615825298134, 10.819996868232058 59.94859285767075, 10.82015758772448 59.94855570177487, 10.820295463368733 59.94851338213441, 10.820272130595772 59.948456850629846, 10.820205594190009 59.94840262177205, 10.820121744148306 59.94835590686192, 10.820037813848801 59.94831098932587, 10.819951620104673 59.94827050394535, 10.819833657373596 59.94822533728061, 10.819751575527043 59.94819126179191, 10.819671001671525 59.94813569945113, 10.81961057319963 59.94807527856874, 10.819579999166232 59.948004206845674, 10.819578227423285 59.947919624705136, 10.819591322219013 59.947858010000076, 10.819608112426264 59.94778215340518, 10.819624190879548 59.94772597630818, 10.81962959058097 59.94766770111625, 10.819615936421203 59.94759172557526, 10.819597625612856 59.947551650813786, 10.819565307293349 59.94748141149081, 10.819553022289595 59.947436942441186, 10.819531450062861 59.947337364711245, 10.819530434344435 59.94733189995122, 10.819518171719837 59.94730090297596, 10.819477501316584 59.94725466986873, 10.81943373986572 59.94721737115906, 10.819372736339181 59.9471758194514, 10.819265493072196 59.94713014520302, 10.819167322718304 59.94709647089341, 10.819140343406819 59.947077891804106)"
600,['Hovinbekken-langs'],['F_20181026_01'],JA,,"Geometri hentet fra Vbase, 20190426","LINESTRING (10.817869484377017 59.96548258322076, 10.817751974788674 59.96554482752937, 10.817668416065118 59.96558262330623, 10.817543003857452 59.96563797065511, 10.817468219027818 59.96566262218724, 10.817274844220305 59.96571674971904, 10.817201459570466 59.96574407628256, 10.81707133653995 59.96580828997143, 10.817014723084093 59.96584418742113, 10.816959850124901 59.96589550916639, 10.816930312711433 59.96594495518684, 10.816907111913384 59.966015240991865, 10.816895403616243 59.96624955149476, 10.816887903985755 59.966338302757876, 10.81683627259704 59.96649134088951)"
601,"['Hovinbekken-langs', 'Hovinbekken-langs']","['F_20181026_01', 'F_20181026_02']",JA,,"Geometri hentet fra TraktorvegSti, 20190426","LINESTRING (10.814427129797444 59.970464245321644, 10.81429871581419 59.9704618792389, 10.814156932910501 59.970454218061626)"
602,['Hovinbekken-langs'],['F_20181026_03'],JA,,"Geometri hentet fra TraktorvegSti, 20190426","LINESTRING (10.821915451918274 59.941739998600376, 10.821941874527226 59.941712598988865)"
603,['Hovinbekken-langs'],['F_20181026_04'],JA,,"Geometri hentet fra TraktorvegSti, 20190426","LINESTRING (10.823899285359019 59.955135941506164, 10.823998373004189 59.95513690684135, 10.824279512857105 59.95511038608533, 10.824522433643644 59.955079273765406, 10.82481658581931 59.95501583718285, 10.825076503400425 59.9549388622344, 10.825110691332396 59.95492877898323)"
604,['Hovinbekken-langs'],['F_20181026_03'],JA,,"Geometri hentet fra TraktorvegSti, 20190426","LINESTRING (10.82185841847051 59.941682585613066, 10.82187694599503 59.94166463593532, 10.821885771532637 59.941652568495336, 10.82189532734817 59.94164076041538, 10.82190532463197 59.94163047310919, 10.821924423207946 59.9416131442484, 10.821960959574307 59.941580844676345, 10.822006869772773 59.94155299622189, 10.822065448825066 59.941517877270876, 10.822123215532676 59.94148752976539, 10.822193928397004 59.94145170423072, 10.822254870315788 59.94142050445371, 10.822336093801498 59.94138049190343, 10.822419499622853 59.941337844481815, 10.822466446338824 59.94131258620368, 10.822493393732469 59.94129802291762, 10.822525405336222 59.941281144247306, 10.822546284165098 59.941270167631394, 10.822558421190648 59.94126299426707, 10.822574375235572 59.94125361257125, 10.822591189162877 59.9412435902787, 10.822641159446361 59.94120167418309, 10.822660603013786 59.941167814286025, 10.822662887078181 59.94116050762138, 10.822673053748453 59.941127224999946, 10.82268125087924 59.941087413022274, 10.822683101384346 59.9410722085349, 10.822685878845883 59.941051063377394, 10.822683954021393 59.9410127385175, 10.82267069761524 59.94097016926381, 10.822639437932002 59.940899646552076, 10.82260576587897 59.94082430710184, 10.822568503273995 59.94074551443306, 10.822537242841127 59.940688015038674, 10.82250559062329 59.94063968228975, 10.822461325092142 59.94057679398661, 10.822410850333073 59.940521446198055, 10.822400053708233 59.94051063781833, 10.822360085415308 59.940470593203585, 10.822325600014677 59.940435861785744, 10.822279179594888 59.94040219341916, 10.82225250269858 59.940382533012325)"
605,['Hovinbekken-langs'],['F_20181026_05'],JA,,"Geometri hentet fra TraktorvegSti, 20190426","LINESTRING (10.772367995649063 59.90883909293015, 10.772345350941844 59.90884370854537, 10.772285729849147 59.908855826919705, 10.772193101006941 59.90885931771882, 10.772093708641991 59.908856702132134, 10.771992309188434 59.908849981952514, 10.771902093445846 59.908838351149775, 10.77181111337752 59.90882915557079, 10.771737570012323 59.90881828851248, 10.771634779356559 59.90881230528091, 10.771466412003532 59.90880064678699, 10.771362293997658 59.90879324413924, 10.77124425491175 59.90877965159845, 10.771130705666609 59.90876977086195, 10.771019146153893 59.908760312370134, 10.770902178859918 59.90875676442659, 10.77082842417542 59.908762066439145, 10.770763363169044 59.9087761433231, 10.770647287059875 59.9088027610848, 10.77052142016555 59.90883022877636, 10.77040661560556 59.9088538653417, 10.770282758982452 59.908878790975926, 10.770159063662785 59.908900031903535, 10.770060782749402 59.90892164995502, 10.769953187925042 59.90894635689906, 10.769899989647897 59.90895820830926, 10.769876484420248 59.908963463757196, 10.769820910343272 59.908974359068644, 10.769775398311019 59.90898278406415, 10.76971163902927 59.90899109477246, 10.769640702768823 59.90899896291326, 10.769549670067772 59.90900557394998, 10.769532918261254 59.909016756288125, 10.769440563964105 59.90906910090627, 10.769404336599491 59.909090693777465)"
606,['Alna-langs'],['F_20181026_04'],JA,,,"LINESTRING (10.8402505486761 59.92135009611124, 10.83953980771627 59.921541624185004, 10.838898177595663 59.921747183816784, 10.838491294687584 59.92178186905866, 10.837634692170509 59.92181428944883, 10.837232282694806 59.92181343085101, 10.837200496893088 59.921804802300244)"
607,['Hovinbekken-langs'],['F_20181026_05'],JA,,"Geometri hentet fra TraktorvegSti, 20190426","LINESTRING (10.769364103993215 59.909114316335526, 10.769404336599491 59.909090693777465)"
608,['Hovinbekken-langs'],['F_20181026_05'],JA,,"Geometri hentet fra TraktorvegSti, 20190426","LINESTRING (10.784438513590889 59.90597198044329, 10.78454754689209 59.905977779294936, 10.78465003179949 59.90598151115024, 10.784712185909303 59.90598677701163, 10.78477587116383 59.90599058506126, 10.78482720758918 59.90599420104142, 10.784867571701565 59.90599661835456, 10.784895876904185 59.905997582278836, 10.784921235926708 59.90600029259097)"
